ensg	enst	symbol	chr
ENSG00000113163	ENST00000644072	COL4A3BP	5
ENSG00000184502	ENST00000329402	GAST	17
ENSG00000137558	ENST00000260113	PI15	8
ENSG00000225614	ENST00000437464	ZNF469	16
ENSG00000175229	ENST00000312006	GAL3ST3	11
ENSG00000117122	ENST00000375535	MFAP2	1
ENSG00000124610	ENST00000244573	HIST1H1A	6
ENSG00000107819	ENST00000224807	SFXN3	10
ENSG00000275714	ENST00000613854	HIST1H3A	6
ENSG00000189299	ENST00000339140	FOXR2	X
ENSG00000261667	ENST00000562505	LY6L	8
ENSG00000171703	ENST00000343484	TCEA2	20
ENSG00000167770	ENST00000538426	OTUB1	11
ENSG00000205609	ENST00000380876	EIF3CL	16
ENSG00000278637	ENST00000617569	HIST1H4A	6
ENSG00000176956	ENST00000414417	LY6H	8
ENSG00000123908	ENST00000220592	AGO2	8
ENSG00000127804	ENST00000263092	METTL16	17
ENSG00000128731	ENST00000261609	HERC2	15
ENSG00000230989	ENST00000433866	HSBP1	16
ENSG00000186862	ENST00000619208	PDZD7	10
ENSG00000166855	ENST00000300107	CLPX	15
ENSG00000140988	ENST00000343262	RPS2	16
ENSG00000148200	ENST00000487099	NR6A1	9
ENSG00000161328	ENST00000270115	LRRC56	11
ENSG00000178602	ENST00000391989	OTOS	2
ENSG00000171201	ENST00000304915	SMR3B	4
ENSG00000146267	ENST00000389677	FAXC	6
ENSG00000099849	ENST00000397583	RASSF7	11
ENSG00000164733	ENST00000353047	CTSB	8
ENSG00000136881	ENST00000259407	BAAT	9
ENSG00000169575	ENST00000403807	VPREB1	22
ENSG00000103494	ENST00000647211	RPGRIP1L	16
ENSG00000171199	ENST00000399575	OPRPN	4
ENSG00000277494	ENST00000622500	GPIHBP1	8
ENSG00000204001	ENST00000371688	LCN8	9
ENSG00000257057	ENST00000542198	C11orf97	11
ENSG00000278705	ENST00000377745	HIST1H4B	6
ENSG00000178363	ENST00000315238	CALML3	10
ENSG00000186416	ENST00000542113	NKRF	X
ENSG00000204897	ENST00000312150	KRT25	17
ENSG00000069206	ENST00000175238	ADAM7	8
ENSG00000214819	ENST00000399044	CDRT15L2	17
ENSG00000274267	ENST00000621411	HIST1H3B	6
ENSG00000099954	ENST00000400585	CECR2	22
ENSG00000162174	ENST00000415229	ASRGL1	11
ENSG00000176340	ENST00000314133	COX8A	11
ENSG00000166348	ENST00000339859	USP54	10
ENSG00000278463	ENST00000615868	HIST1H2AB	6
ENSG00000230031	ENST00000454856	POTEB2	15
ENSG00000164211	ENST00000296632	STARD4	5
ENSG00000186891	ENST00000328596	TNFRSF18	1
ENSG00000250799	ENST00000301175	PRODH2	19
ENSG00000128536	ENST00000317716	CDHR3	7
ENSG00000165102	ENST00000379644	HGSNAT	8
ENSG00000139044	ENST00000266383	B4GALNT3	12
ENSG00000088387	ENST00000376460	DOCK9	13
ENSG00000163950	ENST00000489418	SLBP	4
ENSG00000176566	ENST00000319675	DCAF4L2	8
ENSG00000077721	ENST00000371558	UBE2A	X
ENSG00000153317	ENST00000518721	ASAP1	8
ENSG00000100852	ENST00000345122	ARHGAP5	14
ENSG00000156103	ENST00000286614	MMP16	8
ENSG00000169047	ENST00000305123	IRS1	2
ENSG00000185522	ENST00000329451	LMNTD2	11
ENSG00000118985	ENST00000237853	ELL2	5
ENSG00000187021	ENST00000528052	PNLIPRP1	10
ENSG00000250571	ENST00000340042	GLI4	8
ENSG00000075429	ENST00000533854	CACNG5	17
ENSG00000064102	ENST00000261191	INTS13	12
ENSG00000179588	ENST00000319555	ZFPM1	16
ENSG00000042980	ENST00000265769	ADAM28	8
ENSG00000101974	ENST00000327569	ATP11C	X
ENSG00000161992	ENST00000409413	PRR35	16
ENSG00000196371	ENST00000358752	FUT4	11
ENSG00000277161	ENST00000614443	PIGW	17
ENSG00000075461	ENST00000262138	CACNG4	17
ENSG00000181638	ENST00000330701	ZFP41	8
ENSG00000171195	ENST00000413702	MUC7	4
ENSG00000276410	ENST00000615966	HIST1H2BB	6
ENSG00000166025	ENST00000433060	AMOTL1	11
ENSG00000273611	ENST00000617429	ZNHIT3	17
ENSG00000111843	ENST00000541412	TMEM14C	6
ENSG00000142082	ENST00000382743	SIRT3	11
ENSG00000164307	ENST00000296754	ERAP1	5
ENSG00000165192	ENST00000480796	ASB11	X
ENSG00000167434	ENST00000300900	CA4	17
ENSG00000166260	ENST00000299335	COX11	17
ENSG00000101126	ENST00000371602	ADNP	20
ENSG00000185716	ENST00000542527	MOSMO	16
ENSG00000101844	ENST00000372232	ATG4A	X
ENSG00000105063	ENST00000412770	PPP6R1	19
ENSG00000134627	ENST00000299001	PIWIL4	11
ENSG00000144028	ENST00000323853	SNRNP200	2
ENSG00000164484	ENST00000392429	TMEM200A	6
ENSG00000063660	ENST00000264039	GPC1	2
ENSG00000236424	ENST00000444056	TSPY10	Y
ENSG00000101342	ENST00000217320	TLDC2	20
ENSG00000138615	ENST00000261883	CILP	15
ENSG00000157538	ENST00000309117	VPS26C	21
ENSG00000166263	ENST00000376352	STXBP4	17
ENSG00000187475	ENST00000338379	HIST1H1T	6
ENSG00000187790	ENST00000267430	FANCM	14
ENSG00000174279	ENST00000308618	EVX2	2
ENSG00000136897	ENST00000374865	MRPL50	9
ENSG00000010704	ENST00000357618	HFE	6
ENSG00000086475	ENST00000327347	SEPHS1	10
ENSG00000135632	ENST00000389501	SMYD5	2
ENSG00000128714	ENST00000392539	HOXD13	2
ENSG00000085563	ENST00000622132	ABCB1	7
ENSG00000185627	ENST00000431206	PSMD13	11
ENSG00000101347	ENST00000646673	SAMHD1	20
ENSG00000256162	ENST00000541421	SMLR1	6
ENSG00000144468	ENST00000392062	RHBDD1	2
ENSG00000170178	ENST00000406506	HOXD12	2
ENSG00000134318	ENST00000315872	ROCK2	2
ENSG00000136870	ENST00000339664	ZNF189	9
ENSG00000278259	ENST00000614623	MYO19	17
ENSG00000249915	ENST00000264933	PDCD6	5
ENSG00000128710	ENST00000249501	HOXD10	2
ENSG00000139197	ENST00000412720	PEX5	12
ENSG00000165494	ENST00000298281	PCF11	11
ENSG00000000419	ENST00000371582	DPM1	20
ENSG00000158553	ENST00000444565	POM121L2	6
ENSG00000128713	ENST00000249504	HOXD11	2
ENSG00000177984	ENST00000316144	LCN15	9
ENSG00000198846	ENST00000361421	TOX	8
ENSG00000134762	ENST00000360428	DSC3	18
ENSG00000134028	ENST00000256412	ADAMDEC1	8
ENSG00000165905	ENST00000531526	LARGE2	11
ENSG00000180089	ENST00000327042	TMEM86B	19
ENSG00000178127	ENST00000318388	NDUFV2	18
ENSG00000169884	ENST00000301061	WNT10B	12
ENSG00000119599	ENST00000358377	DCAF4	14
ENSG00000109787	ENST00000261438	KLF3	4
ENSG00000147509	ENST00000297313	RGS20	8
ENSG00000143878	ENST00000272233	RHOB	2
ENSG00000141198	ENST00000575882	TOM1L1	17
ENSG00000137752	ENST00000533400	CASP1	11
ENSG00000196235	ENST00000599117	SUPT5H	19
ENSG00000214652	ENST00000456806	ZNF727	7
ENSG00000118518	ENST00000368314	RNF146	6
ENSG00000109113	ENST00000453384	RAB34	17
ENSG00000187689	ENST00000339336	AMTN	4
ENSG00000151914	ENST00000312431	DST	6
ENSG00000124486	ENST00000324545	USP9X	X
ENSG00000177731	ENST00000327031	FLII	17
ENSG00000011243	ENST00000397410	AKAP8L	19
ENSG00000164626	ENST00000359534	KCNK5	6
ENSG00000178031	ENST00000380548	ADAMTSL1	9
ENSG00000185352	ENST00000376705	HS6ST3	13
ENSG00000186393	ENST00000335552	KRT26	17
ENSG00000104983	ENST00000595358	CCDC61	19
ENSG00000144228	ENST00000280098	SPOPL	2
ENSG00000176973	ENST00000530349	FAM89B	11
ENSG00000136936	ENST00000375128	XPA	9
ENSG00000101745	ENST00000262126	ANKRD12	18
ENSG00000142611	ENST00000270722	PRDM16	1
ENSG00000063438	ENST00000316418	AHRR	5
ENSG00000173465	ENST00000309328	SSSCA1	11
ENSG00000137310	ENST00000376257	TCF19	6
ENSG00000180891	ENST00000577830	CUEDC1	17
ENSG00000097007	ENST00000372348	ABL1	9
ENSG00000100139	ENST00000215957	MICALL1	22
ENSG00000153574	ENST00000283646	RPIA	2
ENSG00000008438	ENST00000008938	PGLYRP1	19
ENSG00000165632	ENST00000344293	TAF3	10
ENSG00000158517	ENST00000289473	NCF1	7
ENSG00000099139	ENST00000545128	PCSK5	9
ENSG00000126952	ENST00000473265	NXF5	X
ENSG00000185437	ENST00000333634	SH3BGR	21
ENSG00000124198	ENST00000371917	ARFGEF2	20
ENSG00000205339	ENST00000379719	IPO7	11
ENSG00000154124	ENST00000284274	OTULIN	5
ENSG00000086232	ENST00000199389	EIF2AK1	7
ENSG00000107521	ENST00000325103	HPS1	10
ENSG00000105784	ENST00000338056	RUNDC3B	7
ENSG00000177963	ENST00000325207	RIC8A	11
ENSG00000105679	ENST00000222286	GAPDHS	19
ENSG00000206069	ENST00000407886	TMEM211	22
ENSG00000164237	ENST00000296658	CMBL	5
ENSG00000102287	ENST00000370328	GABRE	X
ENSG00000173805	ENST00000347901	HAP1	17
ENSG00000204252	ENST00000229829	HLA-DOA	6
ENSG00000132958	ENST00000400230	TPTE2	13
ENSG00000101294	ENST00000398174	HM13	20
ENSG00000132423	ENST00000254759	COQ3	6
ENSG00000096696	ENST00000379802	DSP	6
ENSG00000151491	ENST00000642278	EPS8	12
ENSG00000167657	ENST00000545797	DAPK3	19
ENSG00000105677	ENST00000222284	TMEM147	19
ENSG00000167393	ENST00000390665	PPP2R3B	X
ENSG00000165113	ENST00000376371	GKAP1	9
ENSG00000125084	ENST00000293549	WNT1	12
ENSG00000007541	ENST00000026218	PIGQ	16
ENSG00000068308	ENST00000156084	OTUD5	X
ENSG00000157999	ENST00000409061	ANKRD61	7
ENSG00000106305	ENST00000223029	AIMP2	7
ENSG00000171446	ENST00000301656	KRT27	17
ENSG00000078018	ENST00000360351	MAP2	2
ENSG00000154133	ENST00000306534	ROBO4	11
ENSG00000186827	ENST00000379236	TNFRSF4	1
ENSG00000102890	ENST00000393997	ELMO3	16
ENSG00000158901	ENST00000357199	WFDC8	20
ENSG00000203909	ENST00000370370	DPPA5	6
ENSG00000162006	ENST00000543963	MSLNL	16
ENSG00000122870	ENST00000373886	BICC1	10
ENSG00000133962	ENST00000256343	CATSPERB	14
ENSG00000168447	ENST00000343070	SCNN1B	16
ENSG00000204869	ENST00000377697	IGFL4	19
ENSG00000111790	ENST00000229395	FGFR1OP2	12
ENSG00000105127	ENST00000269701	AKAP8	19
ENSG00000104408	ENST00000220849	EIF3E	8
ENSG00000138080	ENST00000380320	EMILIN1	2
ENSG00000278272	ENST00000612966	HIST1H3C	6
ENSG00000167232	ENST00000300619	ZNF91	19
ENSG00000180596	ENST00000314332	HIST1H2BC	6
ENSG00000141682	ENST00000316660	PMAIP1	18
ENSG00000188624	ENST00000341415	IGFL3	19
ENSG00000223865	ENST00000418931	HLA-DPB1	6
ENSG00000197061	ENST00000377803	HIST1H4C	6
ENSG00000125124	ENST00000245157	BBS2	16
ENSG00000185960	ENST00000381578	SHOX	X
ENSG00000187837	ENST00000343677	HIST1H1C	6
ENSG00000164050	ENST00000358536	PLXNB1	3
ENSG00000180573	ENST00000377791	HIST1H2AC	6
ENSG00000204866	ENST00000434646	IGFL2	19
ENSG00000155959	ENST00000286428	VBP1	X
ENSG00000101639	ENST00000506447	CEP192	18
ENSG00000083750	ENST00000262850	RRAGB	X
ENSG00000167491	ENST00000404158	GATAD2A	19
ENSG00000197372	ENST00000359788	ZNF675	19
ENSG00000165929	ENST00000435962	TC2N	14
ENSG00000196372	ENST00000357700	ASB13	10
ENSG00000138617	ENST00000261888	PARP16	15
ENSG00000124780	ENST00000373231	KCNK17	6
ENSG00000141905	ENST00000443272	NFIC	19
ENSG00000101901	ENST00000394780	ALG13	X
ENSG00000151240	ENST00000280886	DIP2C	10
ENSG00000144227	ENST00000272641	NXPH2	2
ENSG00000105492	ENST00000425629	SIGLEC6	19
ENSG00000112576	ENST00000372991	CCND3	6
ENSG00000182154	ENST00000371443	MRPL41	9
ENSG00000128342	ENST00000249075	LIF	22
ENSG00000255529	ENST00000299638	POLR2M	15
ENSG00000168539	ENST00000306960	CHRM1	11
ENSG00000134308	ENST00000381844	YWHAQ	2
ENSG00000203908	ENST00000370367	KHDC3L	6
ENSG00000185730	ENST00000330143	ZNF696	8
ENSG00000153201	ENST00000283195	RANBP2	2
ENSG00000188293	ENST00000437936	IGFL1	19
ENSG00000168936	ENST00000382936	TMEM129	4
ENSG00000136731	ENST00000259253	UGGT1	2
ENSG00000142528	ENST00000595661	ZNF473	19
ENSG00000064115	ENST00000343028	TM7SF3	12
ENSG00000231389	ENST00000419277	HLA-DPA1	6
ENSG00000115267	ENST00000263642	IFIH1	2
ENSG00000110768	ENST00000265963	GTF2H1	11
ENSG00000168813	ENST00000311921	ZNF507	19
ENSG00000148444	ENST00000376836	COMMD3	10
ENSG00000164430	ENST00000370315	CGAS	6
ENSG00000263155	ENST00000267853	MYZAP	15
ENSG00000182318	ENST00000329665	ZSCAN22	19
ENSG00000008282	ENST00000011473	SYPL1	7
ENSG00000172465	ENST00000372625	TCEAL1	X
ENSG00000196507	ENST00000372628	TCEAL3	X
ENSG00000074276	ENST00000510636	CDHR2	5
ENSG00000175213	ENST00000311764	ZNF408	11
ENSG00000105443	ENST00000452733	CYTH2	19
ENSG00000269586	ENST00000611668	CT45A10	X
ENSG00000115866	ENST00000264161	DARS	2
ENSG00000206422	ENST00000383467	LRRC30	18
ENSG00000271824	ENST00000607574	SMIM32	5
ENSG00000085224	ENST00000373344	ATRX	X
ENSG00000164366	ENST00000296824	CCDC127	5
ENSG00000105011	ENST00000263382	ASF1B	19
ENSG00000197057	ENST00000456874	DTHD1	4
ENSG00000135900	ENST00000258383	MRPL44	2
ENSG00000129351	ENST00000449870	ILF3	19
ENSG00000101079	ENST00000349004	NDRG3	20
ENSG00000147894	ENST00000619707	C9orf72	9
ENSG00000198960	ENST00000539247	ARMCX6	X
ENSG00000113583	ENST00000231512	C5orf15	5
ENSG00000170369	ENST00000304725	CST2	20
ENSG00000172967	ENST00000331428	XKR3	22
ENSG00000204576	ENST00000376560	PRR3	6
ENSG00000169427	ENST00000520439	KCNK9	8
ENSG00000169105	ENST00000306243	CHST14	15
ENSG00000102181	ENST00000613030	CD99L2	X
ENSG00000165215	ENST00000395145	CLDN3	7
ENSG00000152359	ENST00000428202	POC5	5
ENSG00000196460	ENST00000428343	RFX8	2
ENSG00000129968	ENST00000250974	ABHD17A	19
ENSG00000070501	ENST00000265421	POLB	8
ENSG00000121905	ENST00000373467	HPCA	1
ENSG00000254834	ENST00000526812	OR5M10	11
ENSG00000185633	ENST00000393825	NDUFA4L2	12
ENSG00000164746	ENST00000348904	C7orf57	7
ENSG00000168411	ENST00000361070	RFWD3	16
ENSG00000168907	ENST00000397272	PLA2G4F	15
ENSG00000135363	ENST00000257818	LMO2	11
ENSG00000141161	ENST00000268876	UNC45B	17
ENSG00000197448	ENST00000479303	GSTK1	7
ENSG00000105255	ENST00000221856	FSD1	19
ENSG00000105583	ENST00000596731	WDR83OS	19
ENSG00000168267	ENST00000376504	PTF1A	10
ENSG00000177463	ENST00000617312	NR2C2	3
ENSG00000111276	ENST00000228872	CDKN1B	12
ENSG00000204965	ENST00000529859	PCDHA5	5
ENSG00000198965	ENST00000368152	OR10R2	1
ENSG00000187550	ENST00000413299	SBK2	19
ENSG00000104442	ENST00000276569	ARMC1	8
ENSG00000164941	ENST00000523731	INTS8	8
ENSG00000100154	ENST00000397906	TTC28	22
ENSG00000119321	ENST00000238256	FKBP15	9
ENSG00000204435	ENST00000375882	CSNK2B	6
ENSG00000180176	ENST00000381178	TH	11
ENSG00000102128	ENST00000218249	RAB40AL	X
ENSG00000172426	ENST00000372165	RSPH9	6
ENSG00000197818	ENST00000417961	SLC9A8	20
ENSG00000226600	ENST00000417256	CT47A9	X
ENSG00000087586	ENST00000347343	AURKA	20
ENSG00000157379	ENST00000288111	DHRS1	14
ENSG00000175556	ENST00000371628	LONRF3	X
ENSG00000179222	ENST00000375695	MAGED1	X
ENSG00000214655	ENST00000398706	ZSWIM8	10
ENSG00000083544	ENST00000535286	TDRD3	13
ENSG00000131495	ENST00000252102	NDUFA2	5
ENSG00000142273	ENST00000270279	CBLC	19
ENSG00000213988	ENST00000418063	ZNF90	19
ENSG00000198400	ENST00000524377	NTRK1	1
ENSG00000121039	ENST00000240285	RDH10	8
ENSG00000141946	ENST00000269834	ZIM3	19
ENSG00000122679	ENST00000242249	RAMP3	7
ENSG00000147100	ENST00000587091	SLC16A2	X
ENSG00000185404	ENST00000415673	SP140L	2
ENSG00000167123	ENST00000372838	CERCAM	9
ENSG00000167825	ENST00000301532	OR5I1	11
ENSG00000181045	ENST00000361193	SLC26A11	17
ENSG00000265203	ENST00000584701	RBP3	10
ENSG00000169836	ENST00000304883	TACR3	4
ENSG00000103381	ENST00000381774	CPPED1	16
ENSG00000119514	ENST00000375011	GALNT12	9
ENSG00000101846	ENST00000217961	STS	X
ENSG00000274443	ENST00000624510	C8orf89	8
ENSG00000240972	ENST00000215754	MIF	22
ENSG00000130244	ENST00000252530	FAM98C	19
ENSG00000165138	ENST00000353234	ANKS6	9
ENSG00000115540	ENST00000323303	MOB4	2
ENSG00000235711	ENST00000421388	ANKRD34C	15
ENSG00000174032	ENST00000519676	SLC25A30	13
ENSG00000108433	ENST00000225567	GOSR2	17
ENSG00000133112	ENST00000616577	TPT1	13
ENSG00000185015	ENST00000321764	CA13	8
ENSG00000214357	ENST00000369800	NEURL1B	5
ENSG00000180658	ENST00000315453	OR2A4	6
ENSG00000189030	ENST00000339922	VHLL	1
ENSG00000179833	ENST00000313349	SERTAD2	2
ENSG00000170242	ENST00000399455	USP47	11
ENSG00000188033	ENST00000311437	ZNF490	19
ENSG00000184368	ENST00000379643	MAP7D2	X
ENSG00000139155	ENST00000545604	SLCO1C1	12
ENSG00000226979	ENST00000454783	LTA	6
ENSG00000141543	ENST00000269349	EIF4A3	17
ENSG00000134291	ENST00000429772	TMEM106C	12
ENSG00000168280	ENST00000435030	KIF5C	2
ENSG00000175581	ENST00000310614	MRPL48	11
ENSG00000104147	ENST00000220514	OIP5	15
ENSG00000172425	ENST00000302783	TTC36	11
ENSG00000099399	ENST00000378988	MAGEB2	X
ENSG00000108106	ENST00000264552	UBE2S	19
ENSG00000204843	ENST00000361874	DCTN1	2
ENSG00000124831	ENST00000392000	LRRFIP1	2
ENSG00000156011	ENST00000327040	PSD3	8
ENSG00000138061	ENST00000610745	CYP1B1	2
ENSG00000126838	ENST00000261336	PZP	12
ENSG00000168546	ENST00000524240	GFRA2	8
ENSG00000129965	ENST00000397270	INS-IGF2	11
ENSG00000248098	ENST00000269980	BCKDHA	19
ENSG00000079385	ENST00000161559	CEACAM1	19
ENSG00000145293	ENST00000273920	ENOPH1	4
ENSG00000119703	ENST00000524913	ZC2HC1C	14
ENSG00000183434	ENST00000310125	TFDP3	X
ENSG00000038358	ENST00000358933	EDC4	16
ENSG00000165204	ENST00000277309	OR1K1	9
ENSG00000113593	ENST00000261308	PPWD1	5
ENSG00000205838	ENST00000505624	TTC23L	5
ENSG00000146938	ENST00000381095	NLGN4X	X
ENSG00000177689	ENST00000356790	MAGEB10	X
ENSG00000166477	ENST00000299601	LEO1	15
ENSG00000160182	ENST00000291527	TFF1	21
ENSG00000125868	ENST00000246069	DSTN	20
ENSG00000165023	ENST00000375765	DIRAS2	9
ENSG00000114388	ENST00000232501	NPRL2	3
ENSG00000268182	ENST00000598409	SMIM17	19
ENSG00000073008	ENST00000425690	PVR	19
ENSG00000267855	ENST00000301457	NDUFA7	19
ENSG00000203797	ENST00000368924	DDO	6
ENSG00000120948	ENST00000240185	TARDBP	1
ENSG00000140471	ENST00000314742	LINS1	15
ENSG00000156687	ENST00000404895	UNC5D	8
ENSG00000099958	ENST00000406855	DERL3	22
ENSG00000133895	ENST00000337652	MEN1	11
ENSG00000118946	ENST00000377918	PCDH17	13
ENSG00000165140	ENST00000415431	FBP1	9
ENSG00000188822	ENST00000374472	CNR2	1
ENSG00000198959	ENST00000361475	TGM2	20
ENSG00000158987	ENST00000296859	RAPGEF6	5
ENSG00000166925	ENST00000300181	TSC22D4	7
ENSG00000160813	ENST00000292330	PPP1R35	7
ENSG00000099810	ENST00000380172	MTAP	9
ENSG00000169955	ENST00000568028	ZNF747	16
ENSG00000215704	ENST00000375910	CELA2B	1
ENSG00000089597	ENST00000346178	GANAB	11
ENSG00000158985	ENST00000505065	CDC42SE2	5
ENSG00000108797	ENST00000264638	CNTNAP1	17
ENSG00000048462	ENST00000053243	TNFRSF17	16
ENSG00000168334	ENST00000340369	XIRP1	3
ENSG00000149488	ENST00000358864	TMC2	20
ENSG00000124193	ENST00000244020	SRSF6	20
ENSG00000133997	ENST00000615788	MED6	14
ENSG00000177938	ENST00000317658	CAPZA3	12
ENSG00000138161	ENST00000368904	CUZD1	10
ENSG00000149930	ENST00000308893	TAOK2	16
ENSG00000158079	ENST00000620992	PTPDC1	9
ENSG00000090581	ENST00000204679	GNPTG	16
ENSG00000008988	ENST00000519807	RPS20	8
ENSG00000105058	ENST00000263384	FAM32A	19
ENSG00000159871	ENST00000377950	LYPD5	19
ENSG00000101596	ENST00000320876	SMCHD1	18
ENSG00000132821	ENST00000373461	VSTM2L	20
ENSG00000112773	ENST00000320172	FAM46A	6
ENSG00000139116	ENST00000361418	KIF21A	12
ENSG00000135185	ENST00000433078	TMEM243	7
ENSG00000116151	ENST00000378531	MORN1	1
ENSG00000167555	ENST00000360465	ZNF528	19
ENSG00000128965	ENST00000446533	CHAC1	15
ENSG00000213185	ENST00000368898	FAM24B	10
ENSG00000012232	ENST00000220562	EXTL3	8
ENSG00000160654	ENST00000532917	CD3G	11
ENSG00000135443	ENST00000257901	KRT85	12
ENSG00000167139	ENST00000300504	TBC1D21	15
ENSG00000166359	ENST00000355868	WDR88	19
ENSG00000161960	ENST00000293831	EIF4A1	17
ENSG00000131508	ENST00000398733	UBE2D2	5
ENSG00000164675	ENST00000466202	IQUB	7
ENSG00000179091	ENST00000318911	CYC1	8
ENSG00000204595	ENST00000376650	DPRX	19
ENSG00000231672	ENST00000423123	DIRC3	2
ENSG00000104915	ENST00000587230	STX10	19
ENSG00000165181	ENST00000374287	C9orf84	9
ENSG00000197746	ENST00000394936	PSAP	10
ENSG00000118418	ENST00000620514	HMGN3	6
ENSG00000169727	ENST00000392358	GPS1	17
ENSG00000121964	ENST00000392869	GTDC1	2
ENSG00000007171	ENST00000313735	NOS2	17
ENSG00000007516	ENST00000324385	BAIAP3	16
ENSG00000178789	ENST00000392621	CD300LB	17
ENSG00000086189	ENST00000199320	DIMT1	5
ENSG00000124203	ENST00000637017	ZNF831	20
ENSG00000132153	ENST00000445061	DHX30	3
ENSG00000171189	ENST00000327783	GRIK1	21
ENSG00000162139	ENST00000294064	NEU3	11
ENSG00000167850	ENST00000330793	CD300C	17
ENSG00000142634	ENST00000375980	EFHD2	1
ENSG00000269404	ENST00000595883	SPIB	19
ENSG00000155330	ENST00000285697	C16orf87	16
ENSG00000148950	ENST00000278200	IMMP1L	11
ENSG00000164362	ENST00000310581	TERT	5
ENSG00000082438	ENST00000629362	COBLL1	2
ENSG00000092330	ENST00000267415	TINF2	14
ENSG00000284733	ENST00000426406	OR4F29	1
ENSG00000176658	ENST00000318217	MYO1D	17
ENSG00000179057	ENST00000513874	IGSF22	11
ENSG00000222011	ENST00000413034	FAM185A	7
ENSG00000148835	ENST00000369839	TAF5	10
ENSG00000151062	ENST00000382722	CACNA2D4	12
ENSG00000215021	ENST00000535923	PHB2	12
ENSG00000179526	ENST00000398712	SHARPIN	8
ENSG00000170946	ENST00000465995	DNAJC24	11
ENSG00000173915	ENST00000369825	ATP5MD	10
ENSG00000178567	ENST00000322716	EPM2AIP1	3
ENSG00000158445	ENST00000371741	KCNB1	20
ENSG00000110786	ENST00000358540	PTPN5	11
ENSG00000086200	ENST00000409296	IPO11	5
ENSG00000196263	ENST00000308031	ZNF471	19
ENSG00000123728	ENST00000342983	RAP2C	X
ENSG00000101544	ENST00000262198	ADNP2	18
ENSG00000137747	ENST00000524993	TMPRSS13	11
ENSG00000188039	ENST00000524140	NWD1	19
ENSG00000124228	ENST00000622530	DDX27	20
ENSG00000174325	ENST00000308100	DIRC1	2
ENSG00000117308	ENST00000617979	GALE	1
ENSG00000129038	ENST00000261921	LOXL1	15
ENSG00000076770	ENST00000370853	MBNL3	X
ENSG00000184388	ENST00000373521	PABPC1L2B	X
ENSG00000130222	ENST00000252506	GADD45G	9
ENSG00000007312	ENST00000392795	CD79B	17
ENSG00000144647	ENST00000344697	POMGNT2	3
ENSG00000272636	ENST00000613549	DOC2B	17
ENSG00000277149	ENST00000620995	TYW1B	7
ENSG00000135049	ENST00000337006	AGTPBP1	9
ENSG00000124205	ENST00000337938	EDN3	20
ENSG00000179632	ENST00000322428	MAF1	8
ENSG00000165259	ENST00000297977	HDX	X
ENSG00000145990	ENST00000379287	GFOD1	6
ENSG00000186288	ENST00000373519	PABPC1L2A	X
ENSG00000004838	ENST00000231749	ZMYND10	3
ENSG00000145526	ENST00000507958	CDH18	5
ENSG00000149292	ENST00000483239	TTC12	11
ENSG00000150907	ENST00000379561	FOXO1	13
ENSG00000100243	ENST00000361740	CYB5R3	22
ENSG00000156265	ENST00000399947	MAP3K7CL	21
ENSG00000173264	ENST00000411458	GPR137	11
ENSG00000179119	ENST00000336349	SPTY2D1	11
ENSG00000141026	ENST00000268711	MED9	17
ENSG00000159720	ENST00000290949	ATP6V0D1	16
ENSG00000269791	ENST00000595235	SSX4B	X
ENSG00000183559	ENST00000329446	C10orf120	10
ENSG00000167554	ENST00000403906	ZNF610	19
ENSG00000158560	ENST00000324972	DYNC1I1	7
ENSG00000092964	ENST00000521913	DPYSL2	8
ENSG00000011426	ENST00000265748	ANLN	7
ENSG00000096395	ENST00000430124	MLN	6
ENSG00000174306	ENST00000309060	ZHX3	20
ENSG00000104177	ENST00000324324	MYEF2	15
ENSG00000102030	ENST00000464845	NAA10	X
ENSG00000139921	ENST00000457354	TMX1	14
ENSG00000124256	ENST00000371173	ZBP1	20
ENSG00000186918	ENST00000344423	ZNF395	8
ENSG00000242616	ENST00000374293	GNG10	9
ENSG00000123219	ENST00000396679	CENPK	5
ENSG00000185813	ENST00000538721	PCYT2	17
ENSG00000141562	ENST00000309794	NARF	17
ENSG00000164405	ENST00000378670	UQCRQ	5
ENSG00000070061	ENST00000374647	ELP1	9
ENSG00000106633	ENST00000345378	GCK	7
ENSG00000110076	ENST00000265459	NRXN2	11
ENSG00000110063	ENST00000263579	DCPS	11
ENSG00000173013	ENST00000310085	CCDC96	4
ENSG00000137819	ENST00000395407	PAQR5	15
ENSG00000141552	ENST00000357385	ANAPC11	17
ENSG00000173011	ENST00000310074	TADA2B	4
ENSG00000124253	ENST00000319441	PCK1	20
ENSG00000141655	ENST00000586569	TNFRSF11A	18
ENSG00000164175	ENST00000296589	SLC45A2	5
ENSG00000141699	ENST00000309428	RETREG3	17
ENSG00000142621	ENST00000358897	FHAD1	1
ENSG00000120094	ENST00000644632	HOXB1	17
ENSG00000151461	ENST00000356352	UPF2	10
ENSG00000131462	ENST00000251413	TUBG1	17
ENSG00000101166	ENST00000355937	PRELID3B	20
ENSG00000165915	ENST00000362021	SLC39A13	11
ENSG00000198178	ENST00000542353	CLEC4C	12
ENSG00000082212	ENST00000321341	ME2	18
ENSG00000133678	ENST00000372281	TMEM254	10
ENSG00000102837	ENST00000219022	OLFM4	13
ENSG00000128218	ENST00000248948	VPREB3	22
ENSG00000226761	ENST00000533467	TAS2R46	12
